lemma,pos,verdict,nT,nF,n_syn,n_clusters,lexfiles
nick,V,HOMONYM_CAND,0,1,4,3,verb.body|verb.change|verb.contact
print,N,HOMONYM_CAND,1,0,7,2,noun.artifact|noun.communication
crutch,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.artifact
skip,V,HOMONYM_CAND,0,1,6,5,verb.cognition|verb.contact|verb.motion|verb.stative
acquire,V,HOMONYM_CAND,0,1,7,7,verb.body|verb.change|verb.cognition|verb.possession|verb.stative
race,N,HOMONYM_CAND,0,1,6,2,noun.artifact|noun.event|noun.group|noun.phenomenon
crisscross,V,HOMONYM_CAND,0,1,3,3,verb.change|verb.contact|verb.motion
web,N,HOMONYM_CAND,0,1,7,2,noun.animal|noun.artifact|noun.group|noun.object
steep,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.cognition
bandy,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.competition
transportation,N,HOMONYM_CAND,1,0,6,2,noun.act|noun.artifact|noun.group|noun.possession
access,N,HOMONYM_CAND,0,1,6,2,noun.act|noun.artifact|noun.attribute|noun.communication
exposure,N,HOMONYM_CAND,0,1,10,2,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.quantity|noun.state
hack,V,HOMONYM_CAND,0,1,8,6,verb.body|verb.change|verb.competition|verb.contact|verb.social
justify,V,HOMONYM_CAND,0,1,5,4,verb.change|verb.communication
intrude,V,HOMONYM_CAND,0,1,4,3,verb.communication|verb.motion|verb.perception|verb.social
principal,N,HOMONYM_CAND,0,1,6,2,noun.person|noun.possession
sleeper,N,HOMONYM_CAND,0,1,9,2,noun.act|noun.animal|noun.artifact|noun.person
excogitate,V,HOMONYM_CAND,0,1,2,2,verb.cognition|verb.creation
explode,V,HOMONYM_CAND,1,0,10,9,verb.change|verb.cognition|verb.communication|verb.contact
observe,V,HOMONYM_CAND,0,1,9,9,verb.cognition|verb.communication|verb.perception|verb.social
inspire,V,HOMONYM_CAND,1,0,6,5,verb.body|verb.cognition|verb.communication|verb.creation|verb.emotion
coarsen,V,HOMONYM_CAND,1,0,2,2,verb.change|verb.contact
second,N,HOMONYM_CAND,0,1,10,2,noun.act|noun.artifact|noun.communication|noun.person|noun.quantity|noun.relation|noun.time
balance,N,HOMONYM_CAND,1,0,12,2,noun.artifact|noun.attribute|noun.location|noun.person|noun.possession|noun.relation|noun.shape|noun.state
high,N,HOMONYM_CAND,0,1,7,2,noun.artifact|noun.attribute|noun.group|noun.location|noun.state
harvest,N,HOMONYM_CAND,1,0,4,2,noun.act|noun.phenomenon|noun.plant
divaricate,V,HOMONYM_CAND,0,1,2,2,verb.contact|verb.stative
cross,V,HOMONYM_CAND,0,1,8,7,verb.contact|verb.creation|verb.motion|verb.social|verb.stative
eyeful,N,HOMONYM_CAND,0,1,2,2,noun.act|noun.person
edit,V,HOMONYM_CAND,0,1,4,4,verb.change|verb.communication
vacate,V,HOMONYM_CAND,0,1,3,3,verb.communication|verb.motion|verb.social
rent,V,HOMONYM_CAND,0,1,5,4,verb.contact|verb.possession|verb.social
express,V,HOMONYM_CAND,0,1,7,6,verb.communication|verb.contact|verb.perception
content,N,HOMONYM_CAND,0,1,7,2,noun.artifact|noun.cognition|noun.communication|noun.group|noun.quantity|noun.relation|noun.state
rusticate,V,HOMONYM_CAND,0,1,5,4,verb.change|verb.contact|verb.social|verb.stative
bury,V,HOMONYM_CAND,1,0,6,5,verb.cognition|verb.contact|verb.perception|verb.social
trough,N,HOMONYM_CAND,1,0,6,2,noun.artifact|noun.object|noun.possession|noun.shape
stoop,V,HOMONYM_CAND,0,1,5,4,verb.contact|verb.motion|verb.social
erupt,V,HOMONYM_CAND,0,1,8,8,verb.change|verb.emotion|verb.weather
differ,V,HOMONYM_CAND,0,1,2,2,verb.communication|verb.stative
ligate,V,HOMONYM_CAND,0,1,3,3,verb.body|verb.change|verb.contact
aim,N,HOMONYM_CAND,0,1,4,2,noun.act|noun.cognition|noun.location
boil,V,HOMONYM_CAND,1,0,5,5,verb.change|verb.emotion|verb.motion
feed,V,HOMONYM_CAND,0,1,12,8,verb.change|verb.consumption|verb.motion|verb.possession|verb.social
fumble,V,HOMONYM_CAND,0,1,5,5,verb.competition|verb.contact|verb.motion|verb.social
exchange,V,HOMONYM_CAND,1,0,6,6,verb.change|verb.possession|verb.social
furniture,N,MONOSEME_OR_ABSENT,10,0,1,1,noun.artifact
smile,N,MONOSEME_OR_ABSENT,6,0,1,1,noun.communication
dwelling,N,MONOSEME_OR_ABSENT,6,0,1,1,noun.artifact
now,N,MONOSEME_OR_ABSENT,5,0,1,1,noun.time
empathize,V,MONOSEME_OR_ABSENT,5,0,1,1,verb.cognition
purchase,V,MONOSEME_OR_ABSENT,5,0,1,1,verb.possession
dozen,N,MONOSEME_OR_ABSENT,5,0,1,1,noun.quantity
hegemony,N,MONOSEME_OR_ABSENT,3,0,1,1,noun.group
optimization,N,MONOSEME_OR_ABSENT,3,0,1,1,noun.act
commercialization,N,MONOSEME_OR_ABSENT,3,0,1,1,noun.act
ulteriority,N,MONOSEME_OR_ABSENT,3,0,1,1,noun.attribute
militate,V,MONOSEME_OR_ABSENT,3,0,1,1,verb.social
hyponym,N,MONOSEME_OR_ABSENT,3,0,1,1,noun.communication
lob,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.contact
summer,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.stative
unemployment,N,MONOSEME_OR_ABSENT,2,0,1,1,noun.state
truck,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.motion
refund,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.possession
dibs,N,MONOSEME_OR_ABSENT,2,0,1,1,noun.communication
laugh,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.body
orbit,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.motion
donate,V,MONOSEME_OR_ABSENT,2,0,1,1,verb.possession
starch,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
trombone,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
reply,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.communication
woodenness,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
microprocessor,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
chromosome,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.body
rearrange,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
sectarianism,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
wallah,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
vaccinate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.body
defensiveness,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
hoop,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
doctrine,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
receptiveness,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
libido,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.feeling
beer,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
well,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
lifesaving,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
didacticism,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
memorability,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
grater,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
missus,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
garage,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.possession
courage,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
likelihood,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
lumberyard,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
adultery,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
dialect,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
tact,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
entreaty,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
yes,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
curmudgeon,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
roam,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
nonprofit,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
dingbat,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
employ,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
hurl,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
enthalpy,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
eyeball,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.perception
ski,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
syrup,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
supplant,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.social
slowcoach,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
vicinity,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.location
reenactment,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
blight,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.weather
swimsuit,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
funny,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
summerize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
improbability,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
while,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.time
shovel,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
intermingle,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
demobilization,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
lunchtime,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.time
immolate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.possession
firewood,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.substance
skinful,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.quantity
liking,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.feeling
simplify,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
wrestle,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
counterfeit,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.creation
plundering,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
undergo,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.perception
fondle,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
enable,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
bell,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
daughter,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
cushion,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
recrudescence,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.event
metadata,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
elapse,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
straggle,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
sugar,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.perception
chore,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
potluck,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
adoxography,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
dexterity,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
nowhere,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
mince,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
peradventure,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
contradistinction,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
knuckleball,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
winterize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
mainstream,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
revenge,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
chew,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.consumption
save,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
allowance,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.possession
fuel,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.substance
tradecraft,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
configure,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.creation
earshot,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.location
cuisine,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
pay,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.possession
floss,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.body
homogenization,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
military,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
escalation,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
adhocracy,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
finalize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
gnash,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.body
dad,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
decussate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
clime,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
bane,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
near,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
subsidy,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.possession
probity,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
professionalization,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.process
sexualize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
afforest,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
software,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
chiromance,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.perception
demystify,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
abort,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
married,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
passive,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.relation
marmalade,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
cookery,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
marginalization,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.process
defang,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
nonproliferation,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
clatter,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.event
squash,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
relish,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.emotion
yacht,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
scopolamine,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
nightclub,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
massacre,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
tantrum,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
river,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.object
comply,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.social
rounding,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
devotee,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
signage,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
leakiness,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
popularity,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
wade,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
efflux,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.process
retie,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
martini,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
coolant,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.substance
bravura,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
vagina,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.body
hiccup,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
deliverable,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
overstate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.communication
defensibility,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
poor,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
feedstock,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.substance
inexperience,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
narcolepsy,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
detest,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.emotion
anesthetize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.body
assent,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
unemployed,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
overwinter,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.stative
heartland,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.location
instinct,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
fundus,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.body
outdoors,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.location
cattle,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.animal
tad,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.quantity
vow,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
oxygenate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
weather,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.phenomenon
pizza,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.food
snapshot,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
handcart,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.artifact
scram,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
predecease,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
susurrus,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.event
kilter,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
categorize,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.cognition
claimant,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
overreact,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.cognition
zinger,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
softening,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.process
vascularity,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
procurement,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
simmer,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
gentrify,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
pastime,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
chairperson,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
potentiate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.change
matter,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.stative
eligibility,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.attribute
asthmatic,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
faddist,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.person
processing,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.process
resemble,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.stative
wipe,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
toke,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
consensus,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.state
butter,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.contact
flee,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
cybernate,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.creation
redefinition,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.communication
kind,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.cognition
vengeance,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
row,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.motion
glimpse,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.perception
gasp,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.act
wounded,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.group
victory,N,MONOSEME_OR_ABSENT,1,0,1,1,noun.event
counsel,V,MONOSEME_OR_ABSENT,1,0,1,1,verb.communication
line,N,POLYSEME_CAND,13,26,30,1,noun.act|noun.artifact|noun.cognition|noun.communication|noun.group|noun.location|noun.phenomenon|noun.possession|noun.quantity|noun.shape
time,N,POLYSEME_CAND,27,12,10,1,noun.Tops|noun.attribute|noun.event|noun.time
air,N,POLYSEME_CAND,16,9,9,1,noun.act|noun.attribute|noun.communication|noun.location|noun.phenomenon|noun.substance
order,N,POLYSEME_CAND,7,12,15,1,noun.act|noun.attribute|noun.communication|noun.group|noun.state
business,N,POLYSEME_CAND,12,7,9,1,noun.act|noun.cognition|noun.group
sense,N,POLYSEME_CAND,13,2,5,1,noun.cognition|noun.communication
space,N,POLYSEME_CAND,4,10,9,1,noun.Tops|noun.artifact|noun.communication|noun.location|noun.shape|noun.time
quality,N,POLYSEME_CAND,10,4,5,1,noun.attribute|noun.cognition|noun.state
touch,N,POLYSEME_CAND,2,11,12,1,noun.act|noun.attribute|noun.cognition|noun.communication|noun.event|noun.quantity|noun.state
language,N,POLYSEME_CAND,9,4,6,1,noun.cognition|noun.communication
product,N,POLYSEME_CAND,6,6,6,1,noun.artifact|noun.cognition|noun.group|noun.phenomenon|noun.substance
war,N,POLYSEME_CAND,10,1,4,1,noun.act|noun.state
patch,N,POLYSEME_CAND,8,3,9,1,noun.artifact|noun.attribute|noun.communication|noun.location|noun.time
term,N,POLYSEME_CAND,7,4,7,1,noun.artifact|noun.cognition|noun.communication|noun.time
charge,N,POLYSEME_CAND,4,7,15,1,noun.act|noun.artifact|noun.communication|noun.feeling|noun.motive|noun.person|noun.phenomenon|noun.possession
coverage,N,POLYSEME_CAND,9,1,3,1,noun.attribute|noun.communication|noun.possession
fire,N,POLYSEME_CAND,3,7,9,1,noun.act|noun.artifact|noun.communication|noun.event|noun.feeling|noun.process|noun.substance
leak,N,POLYSEME_CAND,6,4,5,1,noun.communication|noun.event|noun.object|noun.process|noun.state
degree,N,POLYSEME_CAND,3,7,7,1,noun.attribute|noun.cognition|noun.communication|noun.quantity|noun.state
fatigue,N,POLYSEME_CAND,8,2,4,1,noun.act|noun.feeling|noun.state
opening,N,POLYSEME_CAND,3,7,13,1,noun.act|noun.artifact|noun.body|noun.cognition|noun.communication|noun.event|noun.object|noun.state
interest,N,POLYSEME_CAND,4,6,7,1,noun.act|noun.attribute|noun.cognition|noun.group|noun.possession
shot,N,POLYSEME_CAND,3,6,17,1,noun.act|noun.artifact|noun.cognition|noun.communication|noun.person|noun.quantity|noun.state
stuff,N,POLYSEME_CAND,4,5,7,1,noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.possession|noun.substance
play,N,POLYSEME_CAND,2,7,17,1,noun.act|noun.attribute|noun.communication|noun.event|noun.state|noun.time
heart,N,POLYSEME_CAND,2,7,10,1,noun.artifact|noun.attribute|noun.body|noun.cognition|noun.feeling|noun.food|noun.location|noun.shape
difference,N,POLYSEME_CAND,7,2,5,1,noun.attribute|noun.communication|noun.event|noun.quantity|noun.relation
grace,N,POLYSEME_CAND,5,4,7,1,noun.attribute|noun.communication|noun.person|noun.state
year,N,POLYSEME_CAND,9,0,4,1,noun.group|noun.time
bed,N,POLYSEME_CAND,3,6,8,1,noun.artifact|noun.location|noun.object
drink,N,POLYSEME_CAND,4,5,5,1,noun.act|noun.food|noun.object
feeling,N,POLYSEME_CAND,4,5,6,1,noun.Tops|noun.cognition|noun.state
window,N,POLYSEME_CAND,9,0,8,1,noun.artifact|noun.object|noun.time
extension,N,POLYSEME_CAND,3,5,12,1,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.time
score,N,POLYSEME_CAND,1,7,11,1,noun.act|noun.cognition|noun.communication|noun.feeling|noun.group|noun.motive|noun.quantity|noun.shape|noun.state
practice,N,POLYSEME_CAND,6,2,5,1,noun.act|noun.cognition
grain,N,POLYSEME_CAND,3,5,11,1,noun.attribute|noun.food|noun.object|noun.plant|noun.quantity|noun.substance
sale,N,POLYSEME_CAND,7,1,5,1,noun.act|noun.communication|noun.state
deal,N,POLYSEME_CAND,4,4,9,1,noun.act|noun.communication|noun.event|noun.group|noun.quantity|noun.substance
mouth,N,POLYSEME_CAND,2,6,8,1,noun.artifact|noun.body|noun.communication|noun.object|noun.person
account,N,POLYSEME_CAND,3,5,10,1,noun.attribute|noun.communication|noun.motive|noun.possession|noun.state
conflict,N,POLYSEME_CAND,2,6,7,1,noun.act|noun.attribute|noun.communication|noun.feeling|noun.relation|noun.state
note,N,POLYSEME_CAND,4,4,9,1,noun.attribute|noun.communication|noun.possession|noun.state
song,N,POLYSEME_CAND,4,4,6,1,noun.act|noun.communication|noun.event|noun.group|noun.possession
cup,N,POLYSEME_CAND,6,1,8,1,noun.artifact|noun.food|noun.plant|noun.quantity|noun.shape
boy,N,POLYSEME_CAND,7,0,4,1,noun.person
picture,N,POLYSEME_CAND,3,4,10,1,noun.artifact|noun.cognition|noun.communication|noun.state
tea,N,POLYSEME_CAND,4,3,5,1,noun.food|noun.group|noun.plant
credit,N,POLYSEME_CAND,6,1,9,1,noun.act|noun.cognition|noun.communication|noun.possession
lead,N,POLYSEME_CAND,4,3,17,1,noun.act|noun.artifact|noun.attribute|noun.cognition|noun.communication|noun.location|noun.person|noun.quantity|noun.shape|noun.substance
notice,N,POLYSEME_CAND,3,4,7,1,noun.cognition|noun.communication
stretch,N,POLYSEME_CAND,3,4,7,1,noun.act|noun.artifact|noun.attribute|noun.object|noun.time
leave,N,POLYSEME_CAND,3,4,3,1,noun.act|noun.communication|noun.time
trial,N,POLYSEME_CAND,3,4,6,1,noun.act|noun.cognition|noun.event
respect,N,POLYSEME_CAND,1,5,7,1,noun.act|noun.attribute|noun.cognition|noun.feeling|noun.state
title,N,POLYSEME_CAND,1,5,10,1,noun.attribute|noun.communication|noun.state
reason,N,POLYSEME_CAND,1,5,6,1,noun.cognition|noun.communication|noun.motive|noun.state
water,N,POLYSEME_CAND,2,4,6,1,noun.artifact|noun.food|noun.object|noun.substance
appearance,N,POLYSEME_CAND,5,1,6,1,noun.act|noun.attribute|noun.cognition|noun.event
stick,N,POLYSEME_CAND,1,5,9,1,noun.act|noun.artifact|noun.body|noun.food|noun.plant
